target,pos,context,context_pos,freq,lmi,
anything,NN,more,ADV,29061,30310.0715269173,
anything,NN,n&apos;t,ADV,232242,528753.521051418,
anything,NN,never,ADV,52450,133971.229990956,
anything,NN,not,ADV,103763,98280.6595125629,
anything,NN,of,P,118827,-89376.7606219716,
anything,NN,on,P,63558,-2004.18489411896,
anything,NN,other,ADJ,40857,43210.0032778259,
anything,NN,really,ADV,25876,38451.4309643642,
anything,NN,say,V,91830,182264.241943176,
anything,NN,see,V,52519,82424.7206529734,
anything,NN,than,P,142485,322895.907476989,
anything,NN,that,P,57485,-2016.77281673954,
anything,NN,there,ADV,36408,72747.8665281401,
anything,NN,think,V,23947,25469.954919952,
anything,NN,want,V,27700,41089.5852939198,
anything,NN,with,P,78627,14024.1955331412,
anything,NN,wrong,ADJ,26923,82385.7407802119,
apartment,NN,be,V,43682,3389.54982997921,
apartment,NN,in,P,57049,59940.0381216337,
apartment,NN,of,P,27217,-3510.32375656066,
apology,NN,for,P,35420,80025.3312984367,
appeal,NN,be,V,61586,1181.76586279402,
appeal,NN,court,NN,23658,107823.649869491,
appeal,NN,for,P,31676,20470.8587659113,
appeal,NN,in,P,29230,-582.968343266072,
appeal,NN,of,P,94836,68037.8388647152,
appeal,NN,on,P,34746,36819.7440972665,
appearance,NN,be,V,34815,-19831.6843847913,
appearance,NN,first,ADJ,20516,54321.6153948719,
appearance,NN,in,P,66758,52572.0115510162,
appearance,NN,make,V,30900,67379.6653592589,
appearance,NN,of,P,134239,140476.536647972,
appearance,NN,on,P,29433,25762.7611026066,
appetite,NN,for,P,22623,47105.8495658882,
apple,NN,of,P,20862,3284.7152784502,
applicant,NN,be,V,58493,24720.7752185266,
applicant,NN,for,P,30829,33114.0683202688,
applicant,NN,have,V,29537,28395.3744061768,
applicant,NN,of,P,33204,4081.23926524012,
applicant,NN,that,P,20083,21355.0021391451,
application,NN,as,P,35249,-2164.98054450317,
application,NN,be,V,242214,-16809.8825058416,
application,NN,by,P,37654,3342.90816573479,
application,NN,for,P,252449,319078.056748351,
application,NN,form,NN,49315,155938.343460934,
application,NN,from,P,42701,13664.7894269763,
application,NN,have,V,55397,-17877.2983740014,
application,NN,in,P,139518,11869.7702717054,
application,NN,include,V,21080,27213.1594467504,
application,NN,make,V,35605,31430.5910370513,
application,NN,new,ADJ,22461,21855.557097567,
application,NN,of,P,362950,218338.160277274,
application,NN,on,P,75626,28695.6621582,
application,NN,other,ADJ,24210,18675.7501941421,
application,NN,planning,NN,24512,99497.4906926976,
application,NN,process,NN,25217,62911.4238517471,
application,NN,submit,V,24222,95537.4657799159,
application,NN,such,ADJ,25087,34259.4177717823,
application,NN,that,P,40094,-6345.0019496633,
application,NN,use,V,27821,25650.6563030223,
application,NN,web,NN,24726,84057.8493363797,
application,NN,with,P,58618,7140.7233987415,
appointment,NN,be,V,34645,-6674.62815951156,
appointment,NN,for,P,32101,32839.9683820199,
appointment,NN,make,V,26422,63568.1644298333,
appointment,NN,of,P,66655,48540.9560842287,
appointment,NN,with,P,27082,31714.5608758127,
appreciation,NN,for,P,28947,53135.3836737359,
appreciation,NN,of,P,61751,96815.1777974714,
approach,NN,be,V,192331,19182.8212170558,
approach,NN,by,P,21447,-1594.18689231448,
approach,NN,different,ADJ,37932,100955.869341822,
approach,NN,for,P,40633,-6621.33508781053,
approach,NN,have,V,38053,-11359.3755236492,
approach,NN,in,P,72313,-12464.5485941451,
approach,NN,more,ADV,36401,69345.7679570314,
approach,NN,new,ADJ,41056,81124.3791473097,
approach,NN,of,P,108860,-22087.0096065924,
approach,NN,on,P,27555,-6349.52771911293,
approach,NN,take,V,22039,25983.736345778,
approach,NN,that,P,38113,7272.68082958391,
approach,NN,use,V,23515,27126.4270777699,
approach,NN,with,P,33296,-1466.46555645807,
approval,NN,be,V,24482,-13740.5135954961,
approval,NN,for,P,55392,85702.0309269113,
approval,NN,of,P,86186,83069.7606884179,
archbishop,NN,of,P,27668,48022.5672219076,
architect,NN,of,P,30892,17487.4214012162,
architecture,NN,be,V,25658,-8307.3407452325,
architecture,NN,in,P,24658,8447.33684807892,
architecture,NN,of,P,55819,40190.2295552691,
archive,NN,of,P,24945,20390.2521642535,
area,NN,also,ADV,21769,-4482.72405725339,
area,NN,around,P,43129,86254.1910500555,
area,NN,as,P,102803,11396.1932899788,
area,NN,at,P,45528,-24337.4368755792,
area,NN,be,V,492717,-126820.764871382,
area,NN,by,P,54240,-24101.2178095708,
area,NN,certain,ADJ,23853,45127.5024786294,
area,NN,cover,V,35302,83378.5000051234,
area,NN,different,ADJ,33384,41260.3321918391,
area,NN,for,P,180219,5188.72528354445,
area,NN,from,P,84941,9313.14215819361,
area,NN,have,V,121064,-53149.7073600013,
area,NN,in,P,1174799,1547953.50229357,
area,NN,include,V,47666,57615.6771814968,
area,NN,into,P,50283,33698.2169061137,
area,NN,key,ADJ,49303,148206.893596727,
area,NN,large,ADJ,57426,109225.878108137,
area,NN,local,ADJ,55206,113779.698962274,
area,NN,main,ADJ,25952,54169.1255156854,
area,NN,many,ADJ,52098,48229.9428603356,
area,NN,market,NN,27200,49381.9426800782,
area,NN,more,ADJ,20350,-2185.76370543566,
area,NN,most,ADV,21747,14049.5466912831,
area,NN,new,ADJ,29676,10490.4601109086,
area,NN,not,ADV,29640,-28655.8121404223,
area,NN,of,P,1019919,751349.578122459,
area,NN,on,P,92848,-29107.6350001938,
area,NN,other,ADJ,111464,156076.271172388,
area,NN,over,P,21769,7051.63207883338,
area,NN,particular,ADJ,22897,45624.3354484001,
area,NN,play,NN,25219,70087.0584029163,
area,NN,research,NN,23770,34925.2852102861,
area,NN,residential,ADJ,22950,88045.4428272863,
area,NN,rural,ADJ,66086,296200.363133584,
area,NN,same,ADJ,20611,13313.1592048458,
area,NN,search,NN,26208,67067.186689281,
area,NN,small,ADJ,35040,50648.3285550985,
area,NN,specific,ADJ,24495,54735.4218828588,
area,NN,subject,ADJ,24832,78917.0853202174,
area,NN,such,ADJ,58194,76173.2540754358,
area,NN,surround,V,52801,203406.394390209,
area,NN,that,P,64042,-37659.501154427,
area,NN,then,ADV,37806,32023.3758306663,
area,NN,urban,ADJ,41989,170199.038986491,
area,NN,very,ADV,20707,-1460.9417976534,
area,NN,with,P,132711,5420.82972340799,
area,NN,within,P,37384,60959.4584927178,
argument,NN,about,P,28749,44499.8510791649,
argument,NN,against,P,30958,90176.4047516451,
argument,NN,as,P,25912,7768.56395679082,
argument,NN,be,V,183500,59077.5199990958,
argument,NN,by,P,23385,6580.33992088982,
argument,NN,for,P,80351,63323.2014820093,
argument,NN,from,P,20008,4619.38910413239,
argument,NN,have,V,32951,-5709.08915463172,
argument,NN,in,P,69755,4243.10704214076,
argument,NN,make,V,30527,42671.8465677697,
argument,NN,of,P,129122,30603.7555624338,
argument,NN,on,P,30316,4070.6353677634,
argument,NN,that,P,111510,171010.696567342,
argument,NN,with,P,36790,11955.2209595611,
arm,NN,around,P,23956,78703.9092920861,
arm,NN,be,V,58185,-30272.5057388808,
arm,NN,in,P,90239,56368.677434086,
arm,NN,of,P,124729,63456.9330358648,
arm,NN,on,P,34825,20173.8401492967,
arm,NN,with,P,47818,42725.0486437163,
army,NN,be,V,46248,-11879.7529794687,
army,NN,in,P,52140,29675.454889434,
army,NN,of,P,90227,61170.5462581776,
arrangement,NN,be,V,71320,6858.92860214159,
arrangement,NN,for,P,59933,72768.5964112387,
arrangement,NN,in,P,30110,-1807.87448344429,
arrangement,NN,make,V,37354,86621.2621064092,
arrangement,NN,of,P,60552,12051.0460565624,
arrangement,NN,with,P,30918,26908.9131943084,
array,NN,of,P,142694,235449.86689065,
arrest,NN,be,V,20093,-2362.77630471766,
arrest,NN,of,P,40195,33856.3288757206,
arrival,NN,at,P,23839,42036.3296940708,
arrival,NN,in,P,25627,11207.558112137,
arrival,NN,of,P,91310,115814.387253596,
arrival,NN,on,P,50459,102008.262045772,
art,NN,as,P,42639,13254.6563289096,
art,NN,at,P,26721,336.967850039885,
art,NN,be,V,144833,-58178.864206042,
art,NN,by,P,24048,-4272.43226423522,
art,NN,contemporary,ADJ,22385,97224.0555315361,
art,NN,fine,ADJ,24882,92543.5266873595,
art,NN,for,P,65530,6367.85209081878,
art,NN,form,NN,29301,82729.2011384069,
art,NN,from,P,27894,2123.99723156593,
art,NN,gallery,NN,23458,118934.986476052,
art,NN,have,V,29568,-22725.9676047154,
art,NN,history,NN,23404,64056.9201435592,
art,NN,in,P,171529,81232.831923413,
art,NN,martial,ADJ,31446,207815.263378505,
art,NN,of,P,395612,344055.562056858,
art,NN,on,P,33790,-8253.15483843565,
art,NN,that,P,24388,-11546.3425343978,
art,NN,thou,NN,24905,132151.521690562,
art,NN,visual,ADJ,21447,94862.3167334444,
art,NN,with,P,38438,-4544.612807997,
art,NN,work,NN,57708,150811.327513936,
article,NN,about,P,71840,135096.133608319,
article,NN,as,P,27335,-6285.18242462642,
article,NN,be,V,227455,-10579.6121261489,
article,NN,by,P,64167,45403.7144071492,
article,NN,for,P,74033,9105.29146660187,
article,NN,from,P,55360,36836.7181160005,
article,NN,great,ADJ,21101,30732.0131230825,
article,NN,have,V,58895,-10349.2918057941,
article,NN,in,P,303146,287035.328073081,
article,NN,of,P,239985,65668.0345559771,
article,NN,on,P,161037,196631.482756118,
article,NN,publish,V,46951,176467.493489924,
article,NN,read,V,66621,228705.58472789,
article,NN,recommendation,NN,24457,106678.531710516,
article,NN,review,NN,33162,120278.363385091,
article,NN,see,V,21370,21223.072519822,
article,NN,that,P,52009,9761.78292440313,
article,NN,with,P,40050,-6942.18825561538,
article,NN,write,V,70798,225934.715517953,
artist,NN,as,P,46909,46033.8167396705,
artist,NN,be,V,94038,-24311.9674823101,
artist,NN,by,P,44693,45459.3741479101,
artist,NN,for,P,40712,7989.10280453518,
artist,NN,from,P,27318,17219.2093807727,
artist,NN,have,V,37219,1361.16369991739,
artist,NN,in,P,47805,-10947.1640814023,
artist,NN,of,P,110802,19061.8584480203,
artist,NN,other,ADJ,20398,27681.4675447906,
artist,NN,with,P,36567,14879.5693590679,
aspect,NN,be,V,64414,-47768.4701652937,
aspect,NN,different,ADJ,21516,50499.3620792919,
aspect,NN,important,ADJ,30489,93166.3976474988,
aspect,NN,in,P,60685,-5771.97639521358,
aspect,NN,many,ADJ,28698,53948.352039033,
aspect,NN,most,ADV,31815,81984.6072440015,
aspect,NN,of,P,700612,1339262.51857474,
aspect,NN,on,P,43362,20619.9954084824,
aspect,NN,other,ADJ,41160,80443.6785991244,
aspect,NN,various,ADJ,20133,65804.5999098456,
aspect,NN,with,P,23826,-3005.41395515981,
aspiration,NN,of,P,23361,21586.2347950515,
assassination,NN,of,P,24419,32829.2019836082,
assault,NN,of,P,28558,10960.4464332402,
assault,NN,on,P,40154,83155.8127460443,
assault,NN,sexual,ADJ,29472,191286.629712918,
assembly,NN,be,V,21254,-5443.08297025522,
assembly,NN,in,P,22960,12104.9144041828,
assembly,NN,of,P,39593,25043.8887879247,
assertion,NN,of,P,20634,12976.392068802,
assertion,NN,that,P,34584,89522.5779994753,
assessment,NN,be,V,86790,-8913.50901855054,
assessment,NN,for,P,47908,28506.8490461497,
assessment,NN,in,P,43729,-3589.10122427937,
assessment,NN,of,P,202471,204683.224185149,
assessment,NN,on,P,22283,3353.47611652394,
assessment,NN,risk,NN,66604,323712.600270714,
asset,NN,be,V,60336,-4619.52677288252,
asset,NN,for,P,20463,2743.47805482937,
asset,NN,in,P,42305,11613.5231678453,
asset,NN,of,P,94571,60466.9454252027,
assignment,NN,be,V,23956,-353.047983645563,
assignment,NN,of,P,27819,11163.3744801211,
assistance,NN,be,V,30984,-19540.2976293707,
assistance,NN,financial,ADJ,20067,87820.3240684525,
assistance,NN,for,P,58813,76585.0178703649,
assistance,NN,from,P,24687,31282.3642352296,
assistance,NN,in,P,34911,6799.93956787943,
assistance,NN,of,P,67950,28618.2578311907,
assistance,NN,provide,V,34118,116291.905323943,
assistance,NN,with,P,43003,56210.9395003425,
associate,NN,be,V,20116,-2291.53993642193,
associate,NN,of,P,37237,28612.6869265839,
associate,NN,professor,NN,20558,136748.395189597,
association,NN,be,V,36068,-17454.7185285544,
association,NN,between,P,28496,95717.6842273421,
association,NN,housing,NN,20369,105026.335136175,
association,NN,in,P,45700,20969.8567318067,
association,NN,of,P,73743,36706.5916748778,
association,NN,with,P,83938,165419.294183036,
assortment,NN,of,P,24786,49382.9585607331,
assumption,NN,about,P,24884,64367.1740174519,
assumption,NN,be,V,49707,9895.26436662089,
assumption,NN,make,V,26410,64339.0675523911,
assumption,NN,of,P,45413,17041.1095279408,
assumption,NN,on,P,32532,45154.8877845038,
assumption,NN,that,P,83711,203421.011967679,
assurance,NN,of,P,20777,9555.50140472913,
assurance,NN,quality,NN,23350,124739.690556831,
assurance,NN,that,P,28065,61849.7631255916,
asylum,NN,seeker,NN,31792,294958.729874741,
at,NN,T,NN,36237,300720.702616552,
atheist,NN,be,V,25570,18652.0553908549,
athlete,NN,be,V,20868,-2195.97287189035,
atmosphere,NN,be,V,41789,-1460.82183712224,
atmosphere,NN,in,P,53837,49771.0503938681,
atmosphere,NN,of,P,64860,43531.6815868714,
atom,NN,of,P,29340,29870.2472297951,
attack,NN,against,P,36677,112828.951168023,
attack,NN,be,V,93902,-33251.5934683075,
attack,NN,by,P,37761,28489.8675474486,
attack,NN,for,P,29928,-6153.87385806995,
attack,NN,from,P,35001,27441.7169030615,
attack,NN,have,V,23813,-12005.2004939246,
attack,NN,heart,NN,56045,263944.86754737,
attack,NN,in,P,77029,11856.8195670395,
attack,NN,of,P,121426,20577.6638016364,
attack,NN,on,P,206881,423826.084391883,
attack,NN,terrorist,ADJ,39164,248235.644198552,
attack,NN,under,P,24014,60508.4909195475,
attempt,NN,at,P,80372,154760.805645807,
attempt,NN,be,V,97662,1559.12927208774,
attempt,NN,by,P,33526,32397.3904136538,
attempt,NN,first,ADJ,25156,60520.0659631628,
attempt,NN,in,P,111947,96115.8463380016,
attempt,NN,make,V,56825,133193.405865907,
attempt,NN,of,P,34362,-26186.379685314,
attendance,NN,at,P,26599,58784.8510568776,
attendance,NN,be,V,33271,10959.9347012347,
attendance,NN,in,P,46005,62547.65856832,
attendance,NN,of,P,20210,1969.0265083881,
attention,NN,attract,V,31280,156290.524062253,
attention,NN,be,V,98103,-32189.528269756,
attention,NN,detail,NN,31482,123279.244799872,
attention,NN,draw,V,69834,347244.575045829,
attention,NN,focus,V,26461,100612.127987015,
attention,NN,for,P,37206,-212.949390933587,
attention,NN,from,P,39217,34510.3288361826,
attention,NN,get,V,36016,61562.9154409197,
attention,NN,give,V,23909,47610.6243812494,
attention,NN,have,V,30079,-8672.54732537159,
attention,NN,in,P,31808,-23802.368150735,
attention,NN,more,ADJ,35379,70362.3555928396,
attention,NN,much,ADJ,29938,92004.1395037454,
attention,NN,of,P,156051,62821.1567632811,
attention,NN,on,P,39394,14667.9643783325,
attention,NN,pay,V,173080,848545.984605445,
attention,NN,turn,V,28195,95679.0118833058,
attention,NN,with,P,26741,-479.760106500927,
attitude,NN,be,V,53388,-11233.4857095521,
attitude,NN,in,P,33138,622.610538245718,
attitude,NN,of,P,83615,42204.4740525361,
attitude,NN,toward,P,27081,143523.241393163,
attitude,NN,towards,P,41810,211436.915614846,
attorney,NN,be,V,20802,-8928.24492576824,
attorney,NN,of,P,21624,-2679.72617888432,
attraction,NN,be,V,23250,-4259.58009527894,
attraction,NN,of,P,44713,32965.7460869468,
attribute,NN,be,V,30300,7004.34282984955,
attribute,NN,of,P,47638,45264.3117210599,
audience,NN,be,V,83252,-13339.2833933776,
audience,NN,for,P,51949,34291.8794163408,
audience,NN,from,P,22140,14176.1807178562,
audience,NN,have,V,25637,-2975.90607956084,
audience,NN,in,P,63691,17709.2361813994,
audience,NN,of,P,94492,22010.7904550386,
audience,NN,target,NN,24997,118968.257201973,
audience,NN,that,P,27314,11882.7424006335,
audience,NN,wide,ADJ,23217,94312.7963711694,
audience,NN,with,P,49264,45573.7497644935,
audit,NN,of,P,25241,17981.5507904792,
authenticity,NN,of,P,21899,33513.9806753375,
author,NN,as,P,35359,19684.6065693174,
author,NN,be,V,150186,10162.0171992728,
author,NN,by,P,56373,62424.1736111234,
author,NN,do,V,21080,3558.03864350161,
author,NN,for,P,28985,-8274.90134355994,
author,NN,from,P,21578,5447.88118780084,
author,NN,have,V,50231,9765.18131833073,
author,NN,in,P,29530,-25180.2017216215,
author,NN,of,P,312574,333564.123195758,
author,NN,that,P,61407,54225.7537066473,
author,NN,with,P,27070,-968.749860162661,
authority,NN,as,P,25579,-106.282084155179,
authority,NN,be,V,116304,-49439.0972304407,
authority,NN,by,P,58742,53538.9536779332,
authority,NN,for,P,54108,5499.19071611301,
authority,NN,from,P,24107,3042.80830880158,
authority,NN,have,V,104296,71747.8480516002,
authority,NN,in,P,91367,3627.06474041383,
authority,NN,local,ADJ,291499,1457786.62876167,
authority,NN,not,ADV,20835,-901.170264747356,
authority,NN,of,P,161435,27336.261898971,
authority,NN,on,P,49243,16168.3913009923,
authority,NN,public,ADJ,20403,50771.3429946907,
authority,NN,that,P,46087,16544.3619147428,
authority,NN,with,P,48655,15251.4316623241,
autism,NN,with,P,27769,59260.5488291056,
autumn,NN,in,P,41706,72906.3537276891,
autumn,NN,of,P,20715,12609.8897756208,
availability,NN,of,P,104300,168750.437912411,
average,NN,be,V,30028,-11483.6981118005,
average,NN,national,ADJ,22834,107297.196417884,
average,NN,of,P,104629,118479.826622083,
average,NN,on,P,80309,177818.79177444,
award,NN,at,P,20932,15970.300420851,
award,NN,be,V,86268,6444.4186086553,
award,NN,for,P,87545,120929.464868841,
award,NN,in,P,36690,-2720.4256285499,
award,NN,of,P,74388,14361.4301131882,
award,NN,receive,V,21065,72987.3833148587,
award,NN,win,V,61541,310612.183959855,
awareness,NN,be,V,22366,-18634.2180173438,
awareness,NN,of,P,161271,227217.581638158,
awareness,NN,raise,V,64317,355567.984630224,
awe,NN,in,P,20884,39301.9551227129,
baby,NN,be,V,116509,23146.6580616005,
baby,NN,for,P,45012,24287.2648015526,
baby,NN,have,V,60031,45476.228215999,
baby,NN,in,P,45335,-1773.26979507768,
baby,NN,of,P,60132,-11800.0070559727,
baby,NN,with,P,40950,31246.9138256114,
bachelor,NN,degree,NN,24318,173516.925146768,
back,NN,at,P,85274,169724.590986433,
back,NN,be,V,36759,-35126.1989398191,
back,NN,from,P,24639,18956.6991924726,
back,NN,in,P,113612,99857.1162534138,
back,NN,into,P,20584,34465.4346398529,
back,NN,of,P,291959,403829.592321337,
back,NN,on,P,177602,396486.74707201,
back,NN,turn,V,26727,98734.2880476503,
back,NN,with,P,26425,8570.8224385498,
backdrop,NN,of,P,22599,30125.4483939082,
background,NN,as,P,20924,9965.78858316765,
background,NN,be,V,58893,-24985.6687952219,
background,NN,for,P,28303,3819.0467210327,
background,NN,from,P,31269,33384.6877366689,
background,NN,have,V,24909,-1563.37912162662,
background,NN,in,P,126766,132910.506156464,
background,NN,of,P,98377,34958.5003759747,
background,NN,on,P,30786,16622.7985171669,
background,NN,with,P,33402,20663.7102534256,
bacterium,NN,of,P,26209,13330.7556343033,
bag,NN,be,V,44602,-20762.659625617,
bag,NN,for,P,23913,4856.20498889031,
bag,NN,in,P,54616,24202.7806309942,
bag,NN,of,P,99082,59368.188277189,
bag,NN,plastic,ADJ,25076,156810.25360645,
bag,NN,with,P,30302,22966.6162315665,
balance,NN,be,V,57612,-13981.3773086762,
balance,NN,between,P,54806,207493.065535544,
balance,NN,in,P,48836,14560.9965788283,
balance,NN,of,P,128835,106758.201352665,
balance,NN,on,P,35389,31243.2732641958,
balance,NN,sheet,NN,37709,230396.099169312,
ball,NN,be,V,57839,-25434.2956656431,
ball,NN,for,P,22517,-2053.36158980283,
ball,NN,from,P,20067,12575.6201006597,
ball,NN,get,V,21303,34104.7668122585,
ball,NN,have,V,26022,-428.821895093443,
ball,NN,in,P,51075,7252.38386768047,
ball,NN,into,P,25709,50370.7338110546,
ball,NN,of,P,64269,-4357.82354210683,
ball,NN,on,P,37376,27526.9267250907,
ball,NN,with,P,36739,26320.9683076627,
ban,NN,be,V,20242,-4809.29568948978,
ban,NN,on,P,58687,143180.601127759,
band,NN,as,P,20385,4890.54809137342,
band,NN,be,V,93096,-16443.0586643466,
band,NN,for,P,32188,1715.03563314478,
band,NN,from,P,23283,13096.1925516028,
band,NN,have,V,37548,5157.17609388516,
band,NN,in,P,62726,8444.55035953776,
band,NN,of,P,132106,58109.670943812,
band,NN,on,P,25288,3361.74114551936,
band,NN,with,P,42914,28277.7869219622,
bank,NN,account,NN,65042,294585.037477329,
bank,NN,as,P,22766,-308.715285198069,
bank,NN,at,P,23285,4145.97320968707,
bank,NN,be,V,127082,-29147.7574334108,
bank,NN,by,P,33794,15736.241684192,
bank,NN,central,ADJ,50241,240637.81430628,
bank,NN,for,P,46191,2334.24909985196,
bank,NN,from,P,37043,24555.6670431839,
bank,NN,have,V,56962,10832.7355874944,
bank,NN,in,P,90168,12045.1989187461,
